LeaseNumber,City,Address,State,Lat,Long,AnnualRent,LeaseName,Status
LFL00100,WEST PALM BEACH,1515 N Flagler Dr,FL,26.72652,-80.051021,952543,1515 FLAGLER PROPERTY LP,
LFL60260,FORT LAUDERDALE,510 Shotgun Rd,FL,26.1130976,-80.346709,59783,NORONA LIMITED LLC,
LFL61587,FORT LAUDERDALE,510 Shotgun Rd,FL,26.1130976,-80.346709,517058,NORONA LIMITED LLC,
LFL60296,ST AUGUSTINE,5000 US-1 N,FL,29.95721,-81.343921,74182,NORTHROP GRUMMAN SYSTEMS CORPORATION,
LFL00542,PORT ORANGE,4990 CLYDE MORRIS BLVD,FL,29.11746,-81.02158,427559,RUTHERFORD & STRICKLAND JAX INC,
LFL60455,PENSACOLA,45 INDUSTRIAL BLVD,FL,30.47998,-87.24901,208512,"INDUSTRIAL BOULEVARD OFFICE PARK, INC",
LFL60359,PENSACOLA,41 N Jefferson St,FL,30.41411,-87.214971,159857,"41 N Jefferson Street, LLC",
LFL61814,MIAMI,100 SE 2ND ST,FL,25.77226,-80.191621,960114,USPO Miami LLC,
LFL44121,TAMPA,4010 Gunn Hwy,FL,28.03918,-82.509931,447103,"4010 GUNN HWY, LLC",
LFL46806,TAMPA,4010 Gunn Hwy,FL,28.03918,-82.509931,76890,XENIA MANAGEMENT CORPORATION,
LFL44829,KEY WEST,2000 N Roosevelt Blvd,FL,24.55992,-81.781351,1078142,"KH KEY WEST GSA, LLC",
LFL45828,MIAMI,2335 NW 107TH AVENUE,FL,25.7956,-80.36859,200347,Foundry SVF 25th Doral LLC,
LFL60469,TALLAHASSEE,2002 Old St Augustine Rd,FL,30.4267,-84.246541,74964,"2002 OSA, LLC",
LFL45819,JACKSONVILLE,5210 BELFORT RD,FL,30.24372,-81.585041,174644,ROSEMONT CONCOURSE OPERATING LLC,
LFL60385,ORLANDO,201 S ORANGE AVE,FL,28.54006,-81.378221,387333,"HIW-KC ORLANDO, LLC",
LFL45825,FORT MYERS,11000 TERMINAL ACCESS RD,FL,26.5223478,-81.753725,1259137,"LEE, COUNTY OF",
LFL42129,PEMBROKE PINES,15700-15720 PINES BOULEVARD,FL,26.00864,-80.35347,1277508,NGP V PEMBROKE FL LLC,
LFL45834,FORT MYERS,1514 BROADWAY,FL,26.64359,-81.870761,147094,"FIRST STREET FORT MYERS, LLC",
LFL60459,MIAMI,11200 NW 20th St,FL,25.7914,-80.377431,66716,"Procacci MTF, LLC",
LFL43233,LAKELAND,2133 HARDEN BLVD,FL,28.01721,-81.974791,120611,M&B PROPERTIES,
LFL62606,FORT WALTON BEACH,111-B RACETRACK ROAD,FL,30.4508,-86.61983,191115,"AELEP CHOCTAW, LLC",
LFL48842,MIAMI,2335 NW 107TH AVENUE,FL,25.7956,-80.36859,157623,Foundry Svf 25th Doral LLC,
LFL41067,HOMESTEAD,3611 ALEX MUXO JR. BLVD.,FL,25.45268,-80.42012,886542,Stork Investments LLC,
LFL00216,MIAMI,11100 SW 211TH ST,FL,25.57055,-80.371361,776318,211 STREET LLC,
LFL00049,MIAMI,11226 NW 20th St,FL,25.79137,-80.378431,2769686,"Procacci 20th Street, LLC",
LFL00774,MIAMI,11226 NW 20th St,FL,25.79137,-80.378431,431890,"Procacci 20th Street, LLC",
LFL42152,MIAMI,6101 Blue Lagoon Dr,FL,25.78375,-80.295291,753110,"Ivy Blue Lagoon Property, LLC",
LFL60439,GROVELAND,20501 INDEPENDENCE BLVD,FL,28.64518,-81.829661,122382,"LAMBRY PROPERTIES CLERMONT FISH & WILDLIFE, LLC",
LFL46097,CLEARWATER,2340 DREW STREET,FL,27.9682,-82.74029,363066,XENIA MANAGEMENT CORPORATION,
LFL61867,MIAMI,1334-1336 NW 78TH AVENUE,FL,25.78637,-80.32276,207656,PUBLIC STORAGE,
LFL00183,LAKELAND,550 Commerce Dr,FL,27.95905,-81.964221,464424,Rutherford & Strickland Elkton Inc,
LFL46010,MELBOURNE,4740 DAIRY RD,FL,28.03977,-80.638701,42656,BREVARD HOLDING COMPANY,
LFL50842,MIAMI,11698 NW 25TH STREET,FL,25.79748,-80.38454,267974,UNITED STATES POSTAL SERVICE,
LFL01066,TAMPA,4925 Independence Pkwy,FL,27.9786,-82.550131,1062535,"IP9 FOUNTAIN SQUARE, LLC",
LFL60498,TITUSVILLE,210 S Washington Ave,FL,28.61294,-80.807791,118971,"WOODRUFF, GEORGE",
LFL46115,TALLAHASSEE,1510 Commonwealth Business Dr,FL,30.4708,-84.355351,736755,"Tallahassee GSA, LLC",
LFL00315,SEBRING,3700 COMMERCIAL DRIVE,FL,27.51702,-81.49515,197070,SEBRING LLC,
LFL46092,ORLANDO,5520 Gatlin Ave,FL,28.49483,-81.313401,1120232,"UIRC-GSA Orlando Fl, Llc",
LFL47042,JACKSONVILLE,6061 Gate Pkwy,FL,30.2491,-81.522631,4964711,NGP V JACKSONVILLE FL LLC,
LFL47044,CORAL SPRINGS,1881 N University Dr,FL,26.25463,-80.251921,45580,Eastep Properties LLC,
LFL47046,PORT ST LUCIE,1660 SW Saint Lucie West Blvd,FL,27.31259,-80.40066,254536,"TD BANK, N.A.",
LFL47050,MIAMI,14675 SW 120th St,FL,25.65676,-80.41914,2299485,NGP V KENDALL LLC,
LFL47048,MIAMI,8801 NW 7TH AVE,FL,25.8554,-80.208871,2901297,NGP V Miami LLC,
LFL47049,HIALEAH,5880 NW 183 STREET,FL,25.93975,-80.29792,2296910,NGP V HIALEAH LLC,
LFL47051,OAKLAND PARK,4451 NW 31st Ave,FL,26.18142,-80.188091,2278710,NGP V BROWARD LLC,
LFL00105,JACKSONVILLE,7915 BAYMEADOWS WAY,FL,30.22748,-81.580091,175115,LAKESIDE CENTER LLC,
LFL47054,NEW PORT RICHEY,8661 Citizen Dr,FL,28.271315,-82.674335,607451,XENIA MANAGEMENT CORPORATION,
LFL62052,HIALEAH,2545 W 80TH ST,FL,25.89565,-80.334751,20325,"HIALEAH ONE INDUSTRIAL PARK, INC.",
LFL00205,WINTER HAVEN,1395 HAVENDALE BOULEVARD,FL,28.04491,-81.74173,367762,"UIRC-GSA Winter Haven Fl, Llc",
LFL47096,MIAMI,1645 BISCAYNE BLVD,FL,25.7911,-80.18908,2035235,"Resort World Omni, LLC",
LFL48871,MIAMI,1645 BISCAYNE BLVD,FL,25.7911,-80.18908,1648649,Resorts World Omni LLC,
LFL00342,TALLAHASSEE,3116 Capital Cir NE,FL,30.49398,-84.245461,36585,"JOHNSON, KELLY OVERSTREET",
LFL00240,NAPLES,2975 S Horseshoe Dr,FL,26.16231,-81.770411,103130,Helios Colliers LLC,
LFL00361,JACKSONVILLE,7185 BONNEVAL ROAD,FL,30.24244,-81.59347,545468,"BLP PROPERTIES OF JACKSONVILLE, LLC",
LFL47848,ST AUGUSTINE,2428 Old Moultrie Rd,FL,29.85352,-81.326621,277715,"RUTHERFORD & STRICKLAND ST. AUGUSTINE, LLC",
LFL47845,DAYTONA BEACH,149 S Ridgewood Ave,FL,29.20986,-81.021541,210365,"Global City Center, LLC",
LFL00273,MIAMI,12900 SW 128TH ST,FL,25.64827,-80.403411,265282,"Babcock 286, Llc",
LFL47855,MIRAMAR,2895 SW 145th Ave,FL,25.98298,-80.337081,2953436,NGP V MIRAMAR FL LLC,
LFL47153,HOMESTEAD,3725 SE 14TH CT,FL,25.457622,-80.445396,374161,ALEX GROUP LLC,
LFL00202,SUNRISE,10569 NW 53rd St,FL,26.1906226,-80.289874,28300,BOULEVARD PROPERTIES,
LFL50841,ZEPHYRHILLS,4241 Sky Dive Ln,FL,28.21926,-82.150391,8053,SKYDIVE CITY INC,
LFL47884,FORT MYERS,12481 Gateway Blvd,FL,26.56251,-81.751611,554881,GOFSCO LLC,
LFL00465,LAKE MARY,101 Commerce St,FL,28.73968,-81.359411,363178,"101 COMMERCE ST, LLC",
LFL60005,ORLANDO,6301 HAZELTINE NATIONAL DRIVE,FL,28.45958,-81.29698,539590,FR ORLANDO,
LFL60536,PUNTA GORDA,28000 AIRPORT RD,FL,26.91589,-81.997611,70711,CHARLOTTE COUNTY AIRPORT AUTHORITY,
LFL47853,MELBOURNE,421 N. WICKHAM ROAD,FL,28.113883,-80.67258,213639,XENIA MANAGEMENT CORPORATION,
LFL62094,SARASOTA,2055 Wood St,FL,27.32902,-82.528931,24496,"EASTWOOD ASSOCIATES, L.L.L.P.",
LFL46822,ORLANDO,6680 Corporate Centre Blvd,FL,28.46701,-81.298121,1561282,NGP V ORLANDO FL LLC,
LFL48850,MIRAMAR,2805 SW 145th Ave,FL,25.98291,-80.339291,1272901,"Miramar GSA ICE, LLC",
LFL42127,DANIA,1800 NE 7th Ave,FL,26.07206,-80.130751,2072278,"WSSA Florida, LLC",
LFL00767,LAKE CITY,1348 SW Bascom Norris Dr,FL,30.1683472,-82.662118,312859,"RUTHERFORD & STRICKLAND LAKE CITY, L.L.C.",
LFL47852,MELBOURNE,1715 W NASA BLVD,FL,28.0925697,-80.651974,601013,RUTHERFORD & STRICKLAND MELBOURNE LLC,
LFL00306,ORLANDO,390 N ORANGE AVE,FL,28.54707,-81.379911,382984,SWVP Orlando Office LLC,
LFL47860,ORLANDO,390 N ORANGE AVE,FL,28.54707,-81.379911,1336397,SWVP Orlando Office LLC,
LFL48803,MIAMI,11230 NW 20th St,FL,25.79124,-80.379241,605787,"Procacci Parcel F, LLC",
LFL48846,WESTON,2200 N Commerce Pkwy,FL,26.09061,-80.367261,1243215,MADISON-OFC WESTON POINTE FL LLC,
LFL48837,WESTON,2100 N Commerce Pkwy,FL,26.09102,-80.365721,3203124,MADISON-OFC WESTON POINTE FL LLC,
LFL59085,FORT WALTON BEACH,139 BEAL PKWY SE STE. 209 & 210,FL,30.425796,-86.619436,32840,CRJ MANAGEMENT SERVICES INC,
LFL48804,COCOA,310 CANAVERAL GROVES,FL,28.432488,-80.760793,230017,"ARC3 GSCOCFL001, LLC",
LFL47862,MIAMI,11410 NW 20th St,FL,25.79131,-80.381371,195226,"Procacci Crossroads Parcel D, LLC",
LFL48836,MIAMI,11410 NW 20th St,FL,25.79131,-80.381371,1634477,"Procacci Crossroads Parcel D, LLC",
LFL47861,JACKSONVILLE,6213 AVIATION BLVD,FL,30.22272,-81.88846,595977,JACKSONVILLE AVIATION AUTHORITY,
LFL47812,CLEARWATER,83 N PARK PLACE BLVD,FL,27.9648,-82.72397,307444,"GDB Holdings, LLC",
LFL47145,ROYAL PALM BEACH,9300 Belvedere Rd,FL,26.69094,-80.195481,2164957,Boyd Royal Palm Beach LLC,
LFL59138,PANAMA CITY,1001 EAST BUSINESS HWY 98,FL,30.175238,-85.675421,179605,"Marina Lakes, LLC",
LFL48012,PENSACOLA,7180 N 9th Ave,FL,30.49906,-87.184921,328644,"UIRC-GSA Pensacola Fl, Llc",
LFL48129,TALLAHASSEE,2639 N MONROE ST,FL,30.47729,-84.296541,117318,North Monroe Properties LLC,
LFL47880,DADE CITY,36630 ADAIR ROAD,FL,28.35213,-82.21006,223797,"UIRC-GSA DADE CITY FL, LLC",
LFL48873,FORT PIERCE,109 N 2nd St,FL,27.44786,-80.324221,75850,"Kraaz & Kraaz Finance, Inc",
LFL59825,FORT MYERS,4210 Metro Pkwy,FL,26.60112,-81.851371,606269,"WCP FAIRFAX, LLC",
LFL00233,FORT MYERS,2118 Bay St,FL,26.64384,-81.871551,2340,"FORT MYERS, CITY OF",
LFL59824,MIAMI,2205 NW 132nd PL,FL,25.79498,-80.409171,3950793,DEA SOUTH FL. LLC,
LFL47873,MAITLAND,2290 LUCIEN WAY,FL,28.62292,-81.389441,209663,"TGT Maitland, LLC",
LFL59820,ST PETERSBURG,850 Central Ave,FL,27.77072,-82.645741,392837,XENIA MANAGEMENT CORPORATION,
LFL59833,ST PETERSBURG,850 Central Ave,FL,27.77072,-82.645741,1639417,XENIA MANAGEMENT CORPORATION,
LFL47872,VERO BEACH,724 20TH ST,FL,27.6380278,-80.387613,206419,LAMBERT PROPERTIES LTD,
LFL47879,MARGATE,5195 Coconut Creek Pkwy,FL,26.24509,-80.193921,526510,"VILLENEUVE INVESTMENTS, INC.",
LFL47877,FORT LAUDERDALE,3201 W Commercial Blvd,FL,26.18715,-80.189981,468476,MCM Lakeshore Building Owner LLC,
LFL47057,BRADENTON,"5540 SR 64 E, SUITE 100",FL,27.474531,-82.340667,302589,"MORGAN JOHNSON COMMERCE PARK, LLC",
LFL47868,FORT MYERS,12499 BRANTLEY COMMONS,FL,26.640628,-81.872308,122716,GOMES-FARIAS INVESTMENT LLC,
LFL47871,OCALA,35 SE 1st Ave,FL,29.18584,-82.135571,198782,NEW HORIZONS LLC,
LFL59837,ORLANDO,3535 LAWTON RD,FL,28.56073,-81.340601,662248,"G&C OC INVESTORS, LLC",
LFL59804,JACKSONVILLE,7178 Baymeadows Way,FL,30.238532,-81.587623,2010671,USGP II JACKSONVILLE MEPS LP,
LFL59137,TALLAHASSEE,1961 Quail Grove Ln,FL,30.39974,-84.237941,453688,"MID-SOUTH DEVELOPEMENT GROUP, LLC",
LFL50803,ORLANDO,5955 T G Lee Blvd,FL,28.45985,-81.303341,103815,CITADEL II LIMITED PARTNERSHIP,
LFL59807,WEST PALM BEACH,400 S Australian Ave,FL,26.71074,-80.063901,113569,"REFLECT CO., LLC",
LFL60235,DORAL,7715 NW 48TH ST,FL,25.81673,-80.323011,203627,"CORPORATE PARK OF MIAMI, LLC",
LFL48805,TAMPA,3550 Buschwood Park Dr,FL,28.03647,-82.49981,357675,"Buschwood Tampa, LLC",
LFL50829,BOCA RATON,1515 N Federal Hwy,FL,26.36461,-80.081211,266740,"ATRIUM FINANCIAL CENTER, LTD.",
LFL60227,MELBOURNE,7785 ELLIS RD,FL,28.09852,-80.682041,36053,"Hills, Inc.",
LFL59128,ORLANDO,8240 Exchange Dr,FL,28.44518,-81.414301,91670,"KINGSTONE HEAVEN II, LLC",
LFL59831,WESTON,3200 Meridian Pkwy,FL,26.07718,-80.374581,1182988,"BJS FAMILY PARTNERSHIP, LTD.",
LFL50805,TAMPA,501 E Kennedy Blvd,FL,27.94803,-82.455671,25096,"AG-EREP EAST KENNEDY OWNER, L.L.C.",
LFL50012,ROCKLEDGE,375 Commerce Pkwy,FL,28.31061,-80.718821,335646,"COMMERCE PROPERTIES INTERNATIONAL, INC.",
LFL58836,ORLANDO,9495 DELEGATES DR,FL,28.4283,-81.409411,1565260,"PROCACCI ORLANDO, LLC",
LFL50830,FORT MYERS,12751 NEW BRITTANY BLVD,FL,26.55703,-81.880231,20729,Suntrust,
LFL50827,TAMPA,4014 GUNN HIGHWAY,FL,28.038383,-82.509108,255214,"4012-14 GUNN HWY, LLC",
LFL50826,RIVERVIEW,3036 S FALKENBURG RD,FL,27.918986,-82.337903,295743,"GC Brandon, LLC",
LFL48841,FORT MYERS,8860 Salrose Ln,FL,26.54842,-81.810721,1391670,"PROCACCI FORT MYERS, LLC",
LFL47875,PORT ST LUCIE,6810 S US Highway 1,FL,27.34075,-80.324841,495017,R&S PORT ST LUCIE LLC,
LFL50818,POMPANO BEACH,2951 NW 27 AVE,FL,26.247131,-80.159574,1352243,"DUKE-27 AVENUE, LLC",
LFL48869,STUART,3500 SE COMMERCE AVE,FL,27.1651537,-80.223251,568192,"Boyd Stuart GSA, LLC",
LFL59812,MIRAMAR,11606 address Hall Prom,FL,25.98548,-80.299141,501009,"ROCK-KIM MIRAMAR, LLC",
LFL50832,HOLLYWOOD,6565 TAFT ST,FL,26.02529,-80.219921,266639,2085 Lex Operating Corp.,
LFL61804,HOLLYWOOD,6565 TAFT ST,FL,26.02529,-80.219921,12443,2085 LEX OPERATING CORP.,
LFL50837,MARATHON,11290 Overseas Hwy,FL,24.73002,-81.034601,260056,Centennial Bank,
LFL50844,TALLAHASSEE,502 CAPITAL CIR SE,FL,30.43885,-84.227881,40066,"Vinnedge Investments, Inc.",
LFL50807,WESTON,2700 S Commerce Pkwy,FL,26.08628,-80.368071,230932,GK Weston Corporate Center LLC,
LFL50846,MIAMI,11232 NW 20TH ST,FL,25.79063,-80.379331,366590,"Procacci Parcel F, LLC",
LFL50031,TALLAHASSEE,1530 COMMONWEALTH BUSINESS DR,FL,30.47194,-84.355211,966504,"WSSA TALL ICE, LLC",
LFL50810,WEST PALM BEACH,444 W Railroad Ave,FL,26.71725,-80.055701,1588537,"Foxrock Railroad Realty, LLC",
LFL50103,PANAMA CITY,6300 West Bay Pkwy,FL,30.3552,-85.799511,96788,NORTHWEST FLORIDA BEACHES -,
LFL50815,JACKSONVILLE,13077 Veveras Dr,FL,30.13266,-81.512671,1305961,"SE JACKSONVILLE MM,",
LFL50816,MIAMI LAKES,7900 Oak Ln,FL,25.90832,-80.329461,495690,"GRAHAM COMPANIES, THE",
LFL61842,SANFORD,2151 SPINNER LN,FL,28.7673961,-81.224329,823609,"ORLANDO SANFORD AIRPORT SOUTHEAST RAMP HANGA, THE",
LFL61840,MAITLAND,2700 Westhall Ln,FL,28.63613,-81.397741,42721,"ASA, LLLP",
LFL50823,TAMPA,5629 HOOVER BLVD,FL,27.99942,-82.532451,1752285,"PROCACCI TAMPA, LLC",
LFL47876,PLANTATION,8501 W SUNRISE BLVD,FL,26.14893,-80.263671,2191218,"8501 W SUNRISE, LLC",
LFL61007,MARIANNA,4125 Jireh Ct,FL,30.77954,-85.252301,233407,"UIRC-GSA MARIANNA FL, LLC",
LFL50847,VENICE,1435 E VENICE AVE,FL,27.09851,-82.415751,197127,"Venice Plaza Shopping Center, LTD",
LFL61809,ORLANDO,9043 TRADEPORT DR,FL,28.43492,-81.331951,389783,"Aero Orlando, LLC",
LFL61167,JACKSONVILLE,855-5 ST JOHNS BLUFF RD,FL,30.336658,-81.523355,4764,Sky Harbor Corporation,
LFL61984,LUTZ,4446 PET LN,FL,28.22158,-82.376771,538487,"MDH Atlantic REIT II, Inc",
LFL50814,BRADENTON,3614 3RD ST W,FL,27.46839,-82.565601,191642,"DAHL BROTHERS BRADENTON ICE, LLC",
LFL50836,PORT CHARLOTTE,1600 TAMIAMI TRL,FL,27.01026,-82.138701,145146,FLORIDA CENTRAL CREDIT UNION,
LFL62207,MIRAMAR,3601 SW 160TH AVE,FL,25.97565,-80.358491,333080,"MRM OFFICE OWNER 2, L.P.",
LFL61872,ST PETERSBURG,8950 Dr Ml King Jr St N,FL,27.854,-82.648091,150425,"BDI PROPERTIES U.S., LLC",
LFL62007,TALLAHASSEE,325 JOHN KNOX RD,FL,30.47382,-84.285911,54544,CRE Woodcrest LLC,
LFL62256,FORT WALTON BEACH,73 Eglin Pkwy NE,FL,30.41671,-86.605881,430607,"Valiant Investment Properties, LLC",
LFL62075,PANAMA CITY,3215 HIGHWAY 77,FL,30.206648,-85.649747,478566,R & S PANAMA CITY LLC,
LFL61162,TAMPA,2450 N WEST SHORE BLVD,FL,27.96617,-82.524471,14544,"Piedmont Hawthorne Aviation, L.L.C.",
LFL61829,TAMPA,5426 BAY CENTER DR,FL,27.9437,-82.537741,93686,HIGHWOODS REALTY LIMITED PARTNERSHIP,
LFL62051,TAMPA,4200 W. Cypress Street,FL,27.952126,-82.515066,136233,HIGHWOODS REALTY LIMITED PARTNERSHIP,
LFL61168,SANFORD,100 STARPORT WAY,FL,28.78441,-81.239121,21636,"CONSTANT AVIATION, LLC",
LFL00362,TAMPA,4200 GEORGE J BEAN PKY,FL,27.9720559,-82.538293,752725,CCMH Tampa AP LLC,
LFL59187,CAPE CANAVERAL,200 GEORGE J KING BLVD,FL,28.4050163,-80.606909,670730,"GOV CBP Cape Canaveral, LLC",
LFL61948,OCALA,1951 SW 18TH CT,FL,29.16815,-82.155861,199099,"OCFBI, LLC",
LFL61816,OCALA,933 E SILVER SPRINGS BLVD,FL,29.18774,-82.127111,660047,RUTHERFORD & STRICKLAND OCALA LLC,
LFL62186,MIAMI,Terminal Building 3000,FL,25.771669,-80.146035,234725,"MIAMI-DADE, COUNTY OF",
LFL61561,GAINESVILLE,4562 NW 13th St,FL,29.696559,-82.339144,444234,R & S Gainesville LLC,
LFL62137,MIAMI,801 BRICKELL AVE,FL,25.7657,-80.190381,1958528,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,
LFL62424,FORT LAUDERDALE,690 SW 34TH ST,FL,26.0815633,-80.150401,173358,"AERO LAUDERDALE, LLC",
LFL47874,MIAMI GARDENS,16900 NW 12th Ave,FL,25.92956,-80.221301,928048,"8501 W SUNRISE, LLC",
LFL61859,LEESBURG,900 N 14th St,FL,28.82163,-81.887101,396165,XENIA MANAGEMENT CORPORATION,
LFL61834,NAPLES,2659 PROFESSIONAL CIR,FL,26.276,-81.740261,362462,"NORTHBROOKE PROFESSIONAL VILLAGE, LLC",
LFL62411,PLANTATION,900 S PINE ISLAND RD,FL,26.1093479,-80.261313,538355,TR Royal Palm Corp.,
LFL62554,PANAMA CITY,430 W 5TH ST,FL,30.1571259,-85.665162,178436,BLUEWATER PROPERTY LLC,
LFL62141,CAPE CORAL,2503 DEL PRADO BLVD S,FL,26.60593,-81.940541,37786,"ROYAL PALM COAST HOLDINGS, INC.",
LFL62391,ST PETERSBURG,100 2nd Ave S,FL,27.769,-82.634751,374119,CITY CENTER STF LP,
LFL62700,PANAMA CITY BEACH,140 RICHARD JACKSON BLVD,FL,30.1939,-85.814251,239219,"MARINA LAKES, LLC",
LGA50011,WAYCROSS,601 TEBEAU ST,GA,31.21369,-82.361831,129630,UNITED STATES POSTAL SERVICE,
LGA59191,GRIFFIN,101 N 8TH ST.,GA,33.2508956,-84.265454,30810,UNITED STATES POSTAL SERVICE,
LGA34033,ATLANTA,100 ALABAMA ST SW,GA,33.7531372,-84.391311,40341844,DOWNTOWN DEVELOPMENT AUTHORITY,
LGA36040,ATLANTA,70 8TH ST NE,GA,33.7795972,-84.384969,3166345,Garber Sugarman LLC,
LGA62407,MACON,131 HOLIDAY DR N,GA,32.89693,-83.686161,106504,"Ocmulgee Fields, Inc.",
LGA62691,ATLANTA,1200 Ashwood Pkwy,GA,33.93384,-84.340991,226254,Albany Road-Ashwood LLC,
LGA50069,NORCROSS,3100 Medlock Bridge Rd,GA,33.95724,-84.206581,121911,MK-MEDLOCK OAKS LLC,
LGA62484,VILLA RICA,908 S CARROLL RD,GA,33.7151679,-84.935628,242478,FIVE POINTS REALTY LLC,
LGA62185,NEWNAN,246 BULLSBORO DR,GA,33.39377,-84.767141,198562,"MHT, LLC",
LGA62029,ALBANY,1522 W 3RD AVE,GA,31.5906585,-84.185509,367333,"MHT, LLC",
LGA62679,TIFTON,1890 Fletcher Rd,GA,31.4476,-83.487371,115651,"WAE TIFTON, LLC",
LGA62674,JASPER,12 Sammy McGhee Blvd,GA,34.465187,-84.451444,39799,"AFTK, LLC",
LGA60309,ATLANTA,10 GLENLAKE PKY NE,GA,33.9357637,-84.360869,753537,Highwoods Realty Limited Partnership,
LGA60342,TIFTON,114 12TH ST W,GA,31.46359,-83.508251,35711,"Little, Crawford",
LGA60305,DECATUR,3568 COVINGTON HWY,GA,33.76509,-84.250431,450326,"Thea Westin Lambertsen Revocable Trust, The",
LGA62645,ATLANTA,2877 Brandywine Rd,GA,33.87244,-84.272301,2749009,"Boyd Atlanta Williams, LLC",
LGA62206,ATLANTA,3000 FLOWER RD S,GA,33.870358,-84.264621,5128957,FD GSA MERCER LLC,
LGA60135,ALPHARETTA,Old Milton Pkwy,GA,34.0588191,-84.235226,617423,RP Alpharetta LLC,
LGA60400,ATLANTA,10 & 11 Corporate Blvd,GA,33.8341549,-84.333968,915010,GOVERNMENT PROPERTIES INCOME TRUST LLC,
LGA00094,NORCROSS,5870 Oakbrook Pkwy,GA,33.91432,-84.198391,264768,"Oakbrook Venture 5, LLC",
LGA00383,MACON,1000 Terminal Drive,GA,32.702504,-83.651379,22937,"MACON, CITY OF",
LGA62639,ATLANTA,1900 Century Pl NE,GA,33.84882,-84.310771,69273,Prado Managers Inc,
LGA61110,ATLANTA,2888 WOODCOCK BLVD,GA,33.87676,-84.271221,1100422,"Boyd Atlanta Tulane, LLC",
LGA62261,ATLANTA,2296 Henderson Mill,GA,33.8485088,-84.244535,97135,LAVISTA OFFICE PARK LLC,
LGA60409,MACON,433 CHERRY ST,GA,32.83555,-83.626361,19953,ROBINSON INVESTMENT HOLDINGS LLLP,
LGA60052,COLUMBUS,901 FRONT STREET,GA,32.4626819,-84.994833,256161,"Foundation Properties, Inc.",
LGA61141,ATLANTA,2965 FLOWERS RD S,GA,33.87034,-84.267091,113135,"ATPA Cambridge, LLC",
LGA61165,TUCKER,4500 HUGH HOWELL RD,GA,33.85028,-84.204191,104825,HERITAGE PLACE LLC,
LGA47001,ATLANTA,2600 CENTURY PARKWAY,GA,33.8470983,-84.306318,1141776,"HIGHWOODS PROPERTIES, INC.",
LGA62393,ATLANTA,2600 CENTURY PARKWAY,GA,33.8470983,-84.306318,232232,Highwoods Realty Limited Partnership,
LGA47132,SMYRNA,2400 LAKE PARK DR SE,GA,33.89753,-84.484101,275221,"2400 LAKE PARK PARTNERS, LP",
LGA50059,SMYRNA,2400 LAKE PARK DR SE,GA,33.89753,-84.484101,352813,"2400 LAKE PARK PARTNERS, LP",
LGA62263,BOGART,396 COMMERCE BLVD,GA,33.9319329,-83.475282,138120,"MELKANE, LLC",
LGA62341,AUGUSTA,2743 PERIMETER PKY,GA,33.4835503,-82.086893,24169,BLANCHARD & CALHOUN COMMERCIAL CORPORATION,
LGA60208,ATLANTA,2635 Century Pkwy NE,GA,33.84886,-84.307061,600801,Highwoods Realty Limited Partnership,
LGA61936,SAVANNAH,33 BULL ST,GA,32.0796,-81.092241,122182,"Bull Street Associates, LLP",
LGA30123,ATLANTA,1701 COLUMBIA AVE,GA,33.65311,-84.445011,2639562,"COLLEGE PARK, CITY OF THE",
LGA00900,BRUNSWICK,777 GLOUCESTER ST,GA,31.15023,-81.493181,11394,777 GLOUCESTER LLC,
LGA41070,SAVANNAH,430 MALL BOULEVARD,GA,32.0024901,-81.111736,421514,A J and C Garfunkel LLC,
LGA43057,SAVANNAH,450 MALL BLVD,GA,32.0013673,-81.110012,122308,A J and C Garfunkel LLC,
LGA44073,ATLANTA,1800 CENTURY CENTER PKWY,GA,33.8504364,-84.283591,139286,"HIGHWOODS PROPERTIES, INC.",
LGA62216,ATLANTA,100 HARTSFIELD CENTRE PKY,GA,33.6549253,-84.426422,120388,"NG One Hartsfield Centre, LLC",
LGA31130,ATLANTA,1801 CORPORATE BLVD NE,GA,33.8334423,-84.333583,721683,GOVERNMENT PROPERTIES INCOME TRUST LLC,
LGA62642,ATLANTA,1801 CORPORATE BLVD NE,GA,33.8334423,-84.333583,1715583,GOVERNMENT PROPERTIES INCOME TRUST LLC,
LGA00034,MACON,201 2nd St,GA,32.83914,-83.627541,129850,"Due South Investments, LLC",
LGA59089,ATLANTA,3800 CAMP CREEK PKWY,GA,33.7058273,-84.544036,692852,Duke Realty Limited Partnership,
LGA62409,MACON,455 Cherry St,GA,32.83532,-83.626611,686396,"Robinson Investment Holdings, LLLP",
LGA62337,ATLANTA,1875 Century Blvd NE,GA,33.84605,-84.312451,1417055,Highwoods Realty Limited Partnership,
LGA60327,AUGUSTA,1 10th St,GA,33.47938,-81.968911,166272,"AUGUSTA RIVERFRONT, LLC",
LGA33057,ATHENS,980 COLLEGE STATION RD,GA,33.9269354,-83.355655,1348590,"H-M INVESTMENT ASSOCIATES, LLC",
LGA62678,MACON,433 Walnut St,GA,32.83812,-83.623971,157493,"RUTLAND PROPERTIES, LLC",
LGA33016,COLLEGE PARK,1643 COLUMBIA AVENUE,GA,33.652247,-84.442823,613714,KEENAN DEVELOPMENT ASSOCIATES,
LGA33138,ATLANTA,2945 Flowers Rd S,GA,33.8721434,-84.268403,2106904,"ATPA Stanford, LLC",
